createdAt;createdBy;modifiedAt;modifiedBy;tenant;ID;hierarchyLevel;shallowReference;deepReference;title;description;parent_ID;mappingID;manager_userPrincipalName;absoluteReference
2021-05-02 12:55:08.091;ANONYMOUS;2021-05-02 12:55:08.091;anonymous;d439e362-ecdf-4d78-8fed-86c7c639b131;cb659dbc-f0e5-4cd2-800d-4d72f7f098e6;1;1;09. Mrz;Schiffs- und Immobiliendeckung;;af614f31-9823-47ca-b2c3-ab5dc7a10e5d;857-CAS2106-HCOB-Fiori-S/4-Migration;;
2021-05-02 12:55:08.091;anonymous;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;4571b2c7-17b8-44a3-8851-9ce5ddf90fff;1;1;11. Jan;Fiori @ WSW Strategie;Einfuehrung von Fiori im Rahmen von S/4;cc9a6a23-7afe-4e79-86b2-d43c36e4158c;844-WSW2101-Einführung-SAP-Fiori;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;db8d4416-3503-4501-b550-3eb40fefe4c1;1;1;17. Jan;Ablösung Messstellenbetrieb;;d6fe438a-07b7-44c1-b959-4017b430fda7;610-IOT1302-DUMMY;Benedikt.Hoelker@iot-online.de;
2021-05-02 12:55:08.091;anonymous;2021-05-02 12:55:08.091;anonymous;d439e362-ecdf-4d78-8fed-86c7c639b131;22dd878e-51f0-4f85-8e17-3fc14085d05f;1;1;05. Jan;Fiori Store Solutions;Filialwarenwirtschaft;e1bde938-695d-40a1-87e3-7458538e5611;827-CAS2003-Esprit-FSS-Rollout;;
2021-05-02 12:55:08.091;anonymous;2021-05-02 12:55:08.091;anonymous;d439e362-ecdf-4d78-8fed-86c7c639b131;12f84094-e2ef-4667-9165-e84a7199db73;1;1;07. Jan;Receipt 4S;Bondatenarchivierung;f08c9b63-3e1c-403e-946c-fdbc77a64eba;830-CON-2001-Receipt4S-goes-Fiori;;
2021-05-02 12:55:08.091;anonymous;2021-05-02 12:55:08.091;anonymous;d439e362-ecdf-4d78-8fed-86c7c639b131;94243d69-41de-4485-8827-9688abb1b126;1;1;02. Jan;Frankonia Filialapps;Alles rund um die Filiale;f7847ed4-1ea9-4e99-b2cb-b30d5afcce48;810-FRA2001-ERP-AM;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;948aa861-8241-4f27-bcd7-47498bb05fe0;1;1;02. Feb;Werkstatt-Apps;;f7847ed4-1ea9-4e99-b2cb-b30d5afcce48;610-IOT1302-DUMMY;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;anonymous;d439e362-ecdf-4d78-8fed-86c7c639b131;1ac32e2c-c4aa-4508-a1fc-0a4369d07f44;1;1;02. Mrz;Lieferantenportal;;f7847ed4-1ea9-4e99-b2cb-b30d5afcce48;811-FRA2002-ERP-Kleinstprojekte;;
;;;;b42b7346-80a2-4fd1-b40b-068028b96de0;3ce1c6b6-b88d-4f09-b25d-50526a5a29ec;1;4;4;RizonX;;;;;51407
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;2505675e-77ee-43f8-ab5d-54626891f35c;2;1;14.02.2001;FRC @ Klingele;Fiori Readiness Check (Klingele);151d0142-afae-4dd8-bcc7-9402677c84fa;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;ee64a87a-dd29-4a38-8b75-1caad0d89d0a;2;2;14.02.2002;FRC @ Doduco;Fiori Readiness Check @ Doduco;151d0142-afae-4dd8-bcc7-9402677c84fa;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;7798251e-ff2e-4558-aca0-e03b7e495964;2;3;14.02.2003;FRC @ Hauff;Fiori Readiness Check @ Hauff;151d0142-afae-4dd8-bcc7-9402677c84fa;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;c8bf524e-1553-4e11-8ec3-2e2bbe7f575c;2;4;14.02.2004;FRC @ FAM;Fiori Readiness Check @ FAM;151d0142-afae-4dd8-bcc7-9402677c84fa;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;9c660d11-e241-4241-a433-e9885130e485;2;5;14. Mai;Allgemein / CAS-intern;;151d0142-afae-4dd8-bcc7-9402677c84fa;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;920c0fc3-3d61-4f8e-9376-99f73874c585;2;1;02.03.2001;Umsetzung;;1ac32e2c-c4aa-4508-a1fc-0a4369d07f44;27801 Lieferanten REST API;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;5c850374-01de-4aab-a34c-3d736bea20ba;2;1;02.02.2001;Datenmodellierung;;948aa861-8241-4f27-bcd7-47498bb05fe0;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;dd6f90f3-9fbb-425b-8246-7c295dc2e178;2;2;02.02.2002;Konzeption;;948aa861-8241-4f27-bcd7-47498bb05fe0;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;anonymous;d439e362-ecdf-4d78-8fed-86c7c639b131;e31268fd-8e9a-458a-8925-240362aa8e07;2;1;02.02.2003;Mockups;Design & Mockup-Entwicklung;948aa861-8241-4f27-bcd7-47498bb05fe0;70-FIOIR-UI;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;anonymous;d439e362-ecdf-4d78-8fed-86c7c639b131;87dc6d36-c47e-420f-bbc9-a639000f2db0;2;1;10.07.2001;Validator;;a260636d-42cf-41d4-81b4-10b58c972ace;60-FIORI generische Komponenten;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;7da14308-72e7-41c3-a162-9a2960c98a95;2;2;10.07.2002;Errorhandler;;a260636d-42cf-41d4-81b4-10b58c972ace;60-FIORI generische Komponenten;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;7928a7ed-3430-4439-8cb1-b09112a3b53b;2;3;10.07.2003;Userservice;;a260636d-42cf-41d4-81b4-10b58c972ace;60-FIORI generische Komponenten;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;ea8da830-96b8-47eb-a281-b62350962a67;2;4;10.07.2004;Barcodescanner;;a260636d-42cf-41d4-81b4-10b58c972ace;60-FIORI generische Komponenten;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;4be4558d-8de8-42c0-a871-37348bb30df4;2;1;17.01.2001;Vorbereitung und Analyse;;db8d4416-3503-4501-b550-3eb40fefe4c1;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;94ebbb04-7ed9-4757-a317-3e2d5ce1ad70;2;2;17.01.2002;Workshopdurchführung;;db8d4416-3503-4501-b550-3eb40fefe4c1;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;23f827cc-194b-4d68-91eb-8e5f92dbd85c;2;3;17.01.2003;Design und Entwicklung;;db8d4416-3503-4501-b550-3eb40fefe4c1;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;35fc67ad-3924-4470-b47d-3257d1aa0e66;2;4;17.01.2004;Bereitstellung und Rollout;;db8d4416-3503-4501-b550-3eb40fefe4c1;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;ec7ae43b-a06b-4da0-b46e-6149545d8102;2;5;17.01.2005;Support;;db8d4416-3503-4501-b550-3eb40fefe4c1;;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;5a904c70-8021-4114-b7b3-d66dd5bded38;2;1;10.01.2001;Management;;ddf29771-86bb-48d5-adac-962f6d3a75b8;05-Management;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;5f11e95a-50ed-45be-96bc-fe425984a63e;2;2;10.01.2002;Administratives;;ddf29771-86bb-48d5-adac-962f6d3a75b8;01-Bürotätigkeiten;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;b2db2a25-4422-4307-8f77-a4f35845e0e4;2;3;10.01.2003;Wochenplanung & Check-In;;ddf29771-86bb-48d5-adac-962f6d3a75b8;09-Interne Aufschreibung;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;a1b2ee63-7e37-4c6d-9697-075777a61a43;2;4;10.01.2004;Urlaub;;ddf29771-86bb-48d5-adac-962f6d3a75b8;03-Urlaub;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;8e8a236a-de19-4543-a9f2-0f7390c5b8a0;2;5;10.01.2005;Krankheit;;ddf29771-86bb-48d5-adac-962f6d3a75b8;02-Krankheit;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;c249442d-319a-4eeb-a526-fbfa8e8875ec;2;1;10.01.2006;Entwicklung & Recherche;;ddf29771-86bb-48d5-adac-962f6d3a75b8;11-Fortbildung;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;1680f2a2-6d3d-4840-8d25-bf2d2a877b06;2;1;10.01.2007;Know-How Transfer / Schulung;;ddf29771-86bb-48d5-adac-962f6d3a75b8;04-Know-how Transfer;;
2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;2021-05-02 12:55:08.091;Benedikt.Hoelker@iot-online.de;d439e362-ecdf-4d78-8fed-86c7c639b131;c176ddce-408c-4f21-9277-08d3f30b221a;2;1;10.01.2008;Recruiting;Bewerber:innen und Recruiting;ddf29771-86bb-48d5-adac-962f6d3a75b8;;;
