createdAt;createdBy;modifiedAt;modifiedBy;ID;project_ID;title;IOTPackageID;description
2021-10-31 16:40:04.317;benedikt.hoelker@iot-online.de;2021-10-31 16:40:04.317;benedikt.hoelker@iot-online.de;7da14308-72e7-41c3-a162-9a2960c98a95;a260636d-42cf-41d4-81b4-10b58c972ace;Errorhandler;60-FIORI generische Komponenten;
2021-10-31 16:40:28.718;benedikt.hoelker@iot-online.de;2021-10-31 16:40:28.718;benedikt.hoelker@iot-online.de;7928a7ed-3430-4439-8cb1-b09112a3b53b;a260636d-42cf-41d4-81b4-10b58c972ace;Userservice;60-FIORI generische Komponenten;
2021-10-31 16:41:03.773;benedikt.hoelker@iot-online.de;2021-10-31 16:41:03.773;benedikt.hoelker@iot-online.de;ea8da830-96b8-47eb-a281-b62350962a67;a260636d-42cf-41d4-81b4-10b58c972ace;Barcodescanner;60-FIORI generische Komponenten;
2021-10-31 17:25:22.402;benedikt.hoelker@iot-online.de;2021-10-31 17:25:22.402;benedikt.hoelker@iot-online.de;4be4558d-8de8-42c0-a871-37348bb30df4;db8d4416-3503-4501-b550-3eb40fefe4c1;Vorbereitung und Analyse;;
2021-10-31 17:25:38.274;benedikt.hoelker@iot-online.de;2021-10-31 17:25:38.274;benedikt.hoelker@iot-online.de;94ebbb04-7ed9-4757-a317-3e2d5ce1ad70;db8d4416-3503-4501-b550-3eb40fefe4c1;Workshopdurchführung;;
2021-10-31 17:25:52.227;benedikt.hoelker@iot-online.de;2021-10-31 17:25:52.227;benedikt.hoelker@iot-online.de;23f827cc-194b-4d68-91eb-8e5f92dbd85c;db8d4416-3503-4501-b550-3eb40fefe4c1;Design und Entwicklung;;
2021-10-31 17:26:05.154;benedikt.hoelker@iot-online.de;2021-10-31 17:26:05.154;benedikt.hoelker@iot-online.de;35fc67ad-3924-4470-b47d-3257d1aa0e66;db8d4416-3503-4501-b550-3eb40fefe4c1;Bereitstellung und Rollout;;
2021-10-31 17:26:10.279;benedikt.hoelker@iot-online.de;2021-10-31 17:26:10.279;benedikt.hoelker@iot-online.de;ec7ae43b-a06b-4da0-b46e-6149545d8102;db8d4416-3503-4501-b550-3eb40fefe4c1;Support;;
2021-11-23 06:04:34.026;benedikt.hoelker@iot-online.de;2021-11-23 06:04:34.026;benedikt.hoelker@iot-online.de;5c850374-01de-4aab-a34c-3d736bea20ba;948aa861-8241-4f27-bcd7-47498bb05fe0;Datenmodellierung;;
2021-11-23 06:04:38.602;benedikt.hoelker@iot-online.de;2021-11-23 06:04:38.602;benedikt.hoelker@iot-online.de;dd6f90f3-9fbb-425b-8246-7c295dc2e178;948aa861-8241-4f27-bcd7-47498bb05fe0;Konzeption;;
2021-11-23 06:07:41.108;benedikt.hoelker@iot-online.de;2021-11-23 06:07:41.108;benedikt.hoelker@iot-online.de;1680f2a2-6d3d-4840-8d25-bf2d2a877b06;ddf29771-86bb-48d5-adac-962f6d3a75b8;Know-How Transfer / Schulung;04-Know-how Transfer;
2021-11-23 06:04:26.817;benedikt.hoelker@iot-online.de;2021-11-23 06:54:20.064;anonymous;e31268fd-8e9a-458a-8925-240362aa8e07;948aa861-8241-4f27-bcd7-47498bb05fe0;Mockups;70-FIOIR-UI;Design & Mockup-Entwicklung
2021-12-17 13:57:53.800285;benedikt.hoelker@iot-online.de;2021-12-17 13:57:53.800285;benedikt.hoelker@iot-online.de;c176ddce-408c-4f21-9277-08d3f30b221a;ddf29771-86bb-48d5-adac-962f6d3a75b8;Recruiting;;Bewerber:innen und Recruiting
2021-12-17 16:14:20.423076;benedikt.hoelker@iot-online.de;2021-12-17 16:14:20.423076;benedikt.hoelker@iot-online.de;920c0fc3-3d61-4f8e-9376-99f73874c585;1ac32e2c-c4aa-4508-a1fc-0a4369d07f44;Umsetzung;27801 Lieferanten REST API;
