createdAt;createdBy;modifiedAt;modifiedBy;ID;title;description;parent_ID;mappingID;hierarchyLevel;friendlyID;manager_userPrincipalName
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;anonymous;d0ad0edf-64a6-4cf0-ad0e-0f12cd668c92;FSDM Business Glossar;Verwaltung von Anforderungen bzgl. FSDM;af614f31-9823-47ca-b2c3-ab5dc7a10e5d;610-IOT1302-DUMMY;1;BGLOS;Benedikt.Hoelker@iot-online.de
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;db8d4416-3503-4501-b550-3eb40fefe4c1;Ablösung Messstellenbetrieb;;d6fe438a-07b7-44c1-b959-4017b430fda7;610-IOT1302-DUMMY;1;MST;Benedikt.Hoelker@iot-online.de
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;948aa861-8241-4f27-bcd7-47498bb05fe0;Werkstatt-Apps;;f7847ed4-1ea9-4e99-b2cb-b30d5afcce48;610-IOT1302-DUMMY;1;Werkstatt;
2021-05-28 11:28:42.083;anonymous;2021-05-28 11:28:42.083;anonymous;bef53567-8442-482b-aa43-28007e2385b8;Vonovia HWK;Handwerkerkopplung;32a65d98-d32c-41b7-b525-3be5caeabffe;848-VON2101-Handwerkerkopplung-2.0;1;Instandhaltungs-Mgmt;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;anonymous;1ac32e2c-c4aa-4508-a1fc-0a4369d07f44;Lieferantenportal;;f7847ed4-1ea9-4e99-b2cb-b30d5afcce48;811-FRA2002-ERP-Kleinstprojekte;1;LFPORT;
2021-05-28 11:28:42.083;ANONYMOUS;2021-05-28 11:28:42.083;anonymous;cb659dbc-f0e5-4cd2-800d-4d72f7f098e6;Schiffs- und Immobiliendeckung;;af614f31-9823-47ca-b2c3-ab5dc7a10e5d;857-CAS2106-HCOB-Fiori-S/4-Migration;1;Deckung;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2505675e-77ee-43f8-ab5d-54626891f35c;FRC @ Klingele;Fiori Readiness Check (Klingele);151d0142-afae-4dd8-bcc7-9402677c84fa;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;ee64a87a-dd29-4a38-8b75-1caad0d89d0a;FRC @ Doduco;Fiori Readiness Check @ Doduco;151d0142-afae-4dd8-bcc7-9402677c84fa;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;7798251e-ff2e-4558-aca0-e03b7e495964;FRC @ Hauff;Fiori Readiness Check @ Hauff;151d0142-afae-4dd8-bcc7-9402677c84fa;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;c8bf524e-1553-4e11-8ec3-2e2bbe7f575c;FRC @ FAM;Fiori Readiness Check @ FAM;151d0142-afae-4dd8-bcc7-9402677c84fa;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;9c660d11-e241-4241-a433-e9885130e485;Allgemein / CAS-intern;;151d0142-afae-4dd8-bcc7-9402677c84fa;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;5a904c70-8021-4114-b7b3-d66dd5bded38;Management;;ddf29771-86bb-48d5-adac-962f6d3a75b8;05-Management;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;5f11e95a-50ed-45be-96bc-fe425984a63e;Administratives;;ddf29771-86bb-48d5-adac-962f6d3a75b8;01-Bürotätigkeiten;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;b2db2a25-4422-4307-8f77-a4f35845e0e4;Wochenplanung & Check-In;;ddf29771-86bb-48d5-adac-962f6d3a75b8;09-Interne Aufschreibung;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;a1b2ee63-7e37-4c6d-9697-075777a61a43;Urlaub;;ddf29771-86bb-48d5-adac-962f6d3a75b8;03-Urlaub;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;8e8a236a-de19-4543-a9f2-0f7390c5b8a0;Krankheit;;ddf29771-86bb-48d5-adac-962f6d3a75b8;02-Krankheit;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;704db611-1a51-4450-b4e6-61daf01446fd;Saxonia Coaching;Coaching @ Saxonia;151d0142-afae-4dd8-bcc7-9402677c84fa;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;c249442d-319a-4eeb-a526-fbfa8e8875ec;Entwicklung & Recherche;;ddf29771-86bb-48d5-adac-962f6d3a75b8;11-Fortbildung;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;anonymous;87dc6d36-c47e-420f-bbc9-a639000f2db0;Validator;;a260636d-42cf-41d4-81b4-10b58c972ace;60-FIORI generische Komponenten;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;7da14308-72e7-41c3-a162-9a2960c98a95;Errorhandler;;a260636d-42cf-41d4-81b4-10b58c972ace;60-FIORI generische Komponenten;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;7928a7ed-3430-4439-8cb1-b09112a3b53b;Userservice;;a260636d-42cf-41d4-81b4-10b58c972ace;60-FIORI generische Komponenten;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;ea8da830-96b8-47eb-a281-b62350962a67;Barcodescanner;;a260636d-42cf-41d4-81b4-10b58c972ace;60-FIORI generische Komponenten;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;4be4558d-8de8-42c0-a871-37348bb30df4;Vorbereitung und Analyse;;db8d4416-3503-4501-b550-3eb40fefe4c1;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;94ebbb04-7ed9-4757-a317-3e2d5ce1ad70;Workshopdurchführung;;db8d4416-3503-4501-b550-3eb40fefe4c1;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;23f827cc-194b-4d68-91eb-8e5f92dbd85c;Design und Entwicklung;;db8d4416-3503-4501-b550-3eb40fefe4c1;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;35fc67ad-3924-4470-b47d-3257d1aa0e66;Bereitstellung und Rollout;;db8d4416-3503-4501-b550-3eb40fefe4c1;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;ec7ae43b-a06b-4da0-b46e-6149545d8102;Support;;db8d4416-3503-4501-b550-3eb40fefe4c1;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;5c850374-01de-4aab-a34c-3d736bea20ba;Datenmodellierung;;948aa861-8241-4f27-bcd7-47498bb05fe0;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;dd6f90f3-9fbb-425b-8246-7c295dc2e178;Konzeption;;948aa861-8241-4f27-bcd7-47498bb05fe0;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;1680f2a2-6d3d-4840-8d25-bf2d2a877b06;Know-How Transfer / Schulung;;ddf29771-86bb-48d5-adac-962f6d3a75b8;04-Know-how Transfer;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;anonymous;e31268fd-8e9a-458a-8925-240362aa8e07;Mockups;Design & Mockup-Entwicklung;948aa861-8241-4f27-bcd7-47498bb05fe0;70-FIOIR-UI;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;c176ddce-408c-4f21-9277-08d3f30b221a;Recruiting;Bewerber:innen und Recruiting;ddf29771-86bb-48d5-adac-962f6d3a75b8;;2;;
2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;2021-05-28 11:28:42.083;Benedikt.Hoelker@iot-online.de;920c0fc3-3d61-4f8e-9376-99f73874c585;Umsetzung;;1ac32e2c-c4aa-4508-a1fc-0a4369d07f44;27801 Lieferanten REST API;2;;
